record_id,department,defect_type,corridor_id,severity,days_overdue,asset_age_years,days_since_last_inspection,previous_failure_count,traffic_density_rank,corridor_utilization_pct,maintenance_duration_mins,weather_risk_factor,failure_risk_probability,failure_risk_class,dataset_type
RS-ML-11070,TMS,TURNOUT_WEAR,HWH-MGS-03,4,0.0,25.4,163,5,4,87.7,60,0.42,0.7137,CRITICAL,RailSync synthetic prototype training data
RS-ML-11071,TMS,GAUGE_CORRECTION,NDLS-CNB-07,2,6.6,37.9,205,1,3,54.2,60,0.35,0.4578,HIGH,RailSync synthetic prototype training data
RS-ML-11072,SMMS,EARTH_LEAKAGE,HWH-MGS-03,3,0.0,4.3,45,3,5,65.1,45,0.89,0.47,HIGH,RailSync synthetic prototype training data
RS-ML-11073,TMS,WELD_FRACTURE,NDLS-HWH-01,4,0.0,1.7,152,7,3,79.0,45,0.09,0.562,CRITICAL,RailSync synthetic prototype training data
RS-ML-11074,TDMS,CONTACT_WIRE_WEAR,NDLS-HWH-01,1,0.7,22.4,23,2,2,92.5,240,0.15,0.194,LOW,RailSync synthetic prototype training data
RS-ML-11075,SMMS,EARTH_LEAKAGE,CNB-MGS-01,1,2.5,17.8,136,0,4,75.5,120,0.08,0.2289,MEDIUM,RailSync synthetic prototype training data
RS-ML-11076,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,HWH-MGS-03,5,5.9,14.0,263,0,4,87.2,90,0.76,0.664,CRITICAL,RailSync synthetic prototype training data
RS-ML-11077,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,3,0.0,1.9,33,1,1,98.4,60,0.18,0.2699,MEDIUM,RailSync synthetic prototype training data
RS-ML-11078,TMS,FISHPLATE_CRACK,CNB-MGS-01,2,3.9,27.4,225,1,5,82.7,120,0.89,0.5276,HIGH,RailSync synthetic prototype training data
RS-ML-11079,TMS,RAIL_CORRUGATION,HWH-MGS-03,1,1.7,3.0,19,3,4,67.1,180,0.76,0.3631,MEDIUM,RailSync synthetic prototype training data
RS-ML-11080,TDMS,FEEDER_BREAKER_TRIP,NDLS-CNB-07,3,4.9,28.4,219,2,2,40.4,60,0.91,0.474,HIGH,RailSync synthetic prototype training data
RS-ML-11081,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-HWH-01,5,0.0,9.5,312,1,2,82.2,180,0.08,0.5356,HIGH,RailSync synthetic prototype training data
RS-ML-11082,TMS,FISHPLATE_CRACK,CNB-MGS-01,3,12.2,14.5,4,0,2,52.3,150,0.66,0.4533,HIGH,RailSync synthetic prototype training data
RS-ML-11083,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,2,2.8,36.1,23,1,5,98.3,240,0.09,0.3518,MEDIUM,RailSync synthetic prototype training data
RS-ML-11084,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,2,0.9,33.4,240,4,3,88.8,90,0.45,0.5461,HIGH,RailSync synthetic prototype training data
RS-ML-11085,TMS,SLEEPER_LOOSENING,CNB-MGS-01,2,2.1,0.7,120,0,4,40.1,30,0.91,0.3499,MEDIUM,RailSync synthetic prototype training data
RS-ML-11086,TDMS,NEUTRAL_SECTION_ARCING,HWH-MGS-03,1,3.8,33.1,330,3,4,97.8,90,0.53,0.4452,HIGH,RailSync synthetic prototype training data
RS-ML-11087,TDMS,MAST_EARTHING_LOOSE,CNB-MGS-01,1,0.0,25.1,10,2,2,95.4,30,0.14,0.2019,LOW,RailSync synthetic prototype training data
RS-ML-11088,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,3,4.6,25.7,215,0,3,45.7,120,0.33,0.3745,MEDIUM,RailSync synthetic prototype training data
RS-ML-11089,TMS,RAIL_CORRUGATION,NDLS-HWH-01,3,5.0,0.6,125,0,3,96.5,45,0.74,0.4311,HIGH,RailSync synthetic prototype training data
RS-ML-11090,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,2,0.0,18.5,317,0,1,60.7,180,0.78,0.296,MEDIUM,RailSync synthetic prototype training data
RS-ML-11091,TMS,TURNOUT_WEAR,NDLS-HWH-01,4,2.7,6.6,178,0,4,98.0,150,0.08,0.4926,HIGH,RailSync synthetic prototype training data
RS-ML-11092,TDMS,MAST_EARTHING_LOOSE,NDLS-HWH-01,3,0.0,29.6,209,0,4,85.2,45,0.93,0.4413,HIGH,RailSync synthetic prototype training data
RS-ML-11093,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,2,0.0,24.6,104,4,2,40.2,150,0.07,0.2946,MEDIUM,RailSync synthetic prototype training data
RS-ML-11094,SMMS,RELAY_CHATTER,CNB-MGS-01,2,0.0,31.9,164,4,1,74.8,45,0.58,0.4031,HIGH,RailSync synthetic prototype training data
RS-ML-11095,SMMS,RELAY_CHATTER,NDLS-HWH-01,3,0.0,1.7,329,0,4,57.2,45,0.1,0.3707,MEDIUM,RailSync synthetic prototype training data
RS-ML-11096,TMS,RAIL_CORRUGATION,CNB-MGS-01,3,0.3,38.0,146,0,5,61.3,240,0.33,0.4202,HIGH,RailSync synthetic prototype training data
RS-ML-11097,TDMS,CONTACT_WIRE_WEAR,NDLS-CNB-07,3,1.6,33.1,271,2,1,97.0,150,0.34,0.4921,HIGH,RailSync synthetic prototype training data
RS-ML-11098,TMS,TURNOUT_WEAR,NDLS-CNB-07,2,2.8,3.5,28,0,5,93.4,45,0.78,0.3042,MEDIUM,RailSync synthetic prototype training data
RS-ML-11099,SMMS,TRACK_CIRCUIT_DROP,CNB-MGS-01,1,0.3,15.6,23,0,3,55.7,30,0.17,0.1171,LOW,RailSync synthetic prototype training data
RS-ML-11100,TMS,TURNOUT_WEAR,NDLS-HWH-01,1,0.4,18.4,243,3,2,74.6,90,0.12,0.4,HIGH,RailSync synthetic prototype training data
RS-ML-11101,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-HWH-01,4,7.0,27.8,67,0,5,54.0,180,0.05,0.5176,HIGH,RailSync synthetic prototype training data
RS-ML-11102,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,2,0.7,9.4,223,0,5,57.1,60,0.41,0.2893,MEDIUM,RailSync synthetic prototype training data
RS-ML-11103,TMS,SLEEPER_LOOSENING,NDLS-HWH-01,3,1.8,10.1,312,1,2,83.7,60,0.57,0.4324,HIGH,RailSync synthetic prototype training data
RS-ML-11104,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,1,4.0,2.0,130,2,2,96.5,120,0.91,0.302,MEDIUM,RailSync synthetic prototype training data
RS-ML-11105,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,3,0.5,8.2,76,0,3,59.0,180,0.39,0.2735,MEDIUM,RailSync synthetic prototype training data
RS-ML-11106,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,3,0.0,32.7,77,0,2,68.7,120,0.44,0.3097,MEDIUM,RailSync synthetic prototype training data
RS-ML-11107,TMS,WELD_FRACTURE,HWH-MGS-03,4,0.0,8.1,59,4,3,50.4,30,0.48,0.551,HIGH,RailSync synthetic prototype training data
RS-ML-11108,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,2,6.4,24.7,233,0,4,55.8,240,0.25,0.4076,HIGH,RailSync synthetic prototype training data
RS-ML-11109,TMS,USFD_MICRO_CRACK,HWH-MGS-03,1,0.0,36.1,263,2,3,82.2,120,0.67,0.4077,HIGH,RailSync synthetic prototype training data
RS-ML-11110,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,3,0.0,1.3,293,5,3,54.7,90,0.73,0.5741,CRITICAL,RailSync synthetic prototype training data
RS-ML-11111,SMMS,DATA_LOGGER_FAIL,NDLS-CNB-07,3,0.0,37.2,4,0,5,64.6,150,0.05,0.2823,MEDIUM,RailSync synthetic prototype training data
RS-ML-11112,TMS,TRACK_TWIST,CNB-MGS-01,5,3.5,16.4,359,3,5,73.1,150,0.14,0.7161,CRITICAL,RailSync synthetic prototype training data
RS-ML-11113,TMS,WELD_FRACTURE,CNB-MGS-01,4,0.0,29.0,275,0,5,41.0,45,0.14,0.4927,HIGH,RailSync synthetic prototype training data
RS-ML-11114,TDMS,CATENARY_TENSION_LOW,HWH-MGS-03,3,0.4,8.2,214,1,5,65.8,60,0.25,0.4371,HIGH,RailSync synthetic prototype training data
RS-ML-11115,TMS,WELD_FRACTURE,HWH-MGS-03,3,0.3,11.0,304,4,2,75.8,45,0.77,0.6001,CRITICAL,RailSync synthetic prototype training data
RS-ML-11116,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,1,4.6,26.3,280,0,4,87.8,90,0.77,0.3888,HIGH,RailSync synthetic prototype training data
RS-ML-11117,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,1,0.6,26.6,185,3,1,97.4,30,0.65,0.3644,MEDIUM,RailSync synthetic prototype training data
RS-ML-11118,TMS,RAIL_CORRUGATION,NDLS-CNB-07,3,0.0,28.0,103,3,3,67.0,240,0.25,0.476,HIGH,RailSync synthetic prototype training data
RS-ML-11119,TDMS,CATENARY_TENSION_LOW,CNB-MGS-01,3,4.1,33.5,156,3,2,67.7,30,0.2,0.5115,HIGH,RailSync synthetic prototype training data
RS-ML-11120,TMS,RAIL_CORRUGATION,HWH-MGS-03,1,2.0,29.2,111,0,2,55.6,150,0.85,0.3024,MEDIUM,RailSync synthetic prototype training data
RS-ML-11121,SMMS,EARTH_LEAKAGE,NDLS-CNB-07,4,1.3,16.4,315,3,5,52.5,30,0.23,0.6922,CRITICAL,RailSync synthetic prototype training data
RS-ML-11122,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,4,0.0,33.3,62,3,1,53.4,45,0.55,0.4443,HIGH,RailSync synthetic prototype training data
RS-ML-11123,SMMS,AXLE_COUNTER_RESET,NDLS-HWH-01,2,0.0,20.7,121,3,1,69.7,45,0.27,0.3713,MEDIUM,RailSync synthetic prototype training data
RS-ML-11124,SMMS,RELAY_CHATTER,NDLS-HWH-01,2,0.0,13.0,72,3,4,89.7,90,0.18,0.3975,HIGH,RailSync synthetic prototype training data
RS-ML-11125,TMS,RAIL_CORRUGATION,HWH-MGS-03,1,2.2,27.5,282,0,3,98.1,150,0.08,0.2897,MEDIUM,RailSync synthetic prototype training data
RS-ML-11126,TDMS,OHE_DROPPER_SNAP,NDLS-HWH-01,5,5.8,27.6,45,0,5,44.7,90,0.48,0.5313,HIGH,RailSync synthetic prototype training data
RS-ML-11127,TDMS,CONTACT_WIRE_WEAR,NDLS-HWH-01,3,0.0,28.6,312,0,3,58.3,45,0.77,0.3722,MEDIUM,RailSync synthetic prototype training data
RS-ML-11128,SMMS,TRACK_CIRCUIT_DROP,CNB-MGS-01,2,2.3,3.7,78,2,4,70.5,45,0.19,0.3594,MEDIUM,RailSync synthetic prototype training data
RS-ML-11129,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,4,0.0,2.0,225,1,1,40.2,120,0.85,0.4006,HIGH,RailSync synthetic prototype training data
RS-ML-11130,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,1,2.9,27.6,143,1,2,64.2,120,0.51,0.3318,MEDIUM,RailSync synthetic prototype training data
RS-ML-11131,TMS,GAUGE_CORRECTION,NDLS-CNB-07,3,0.0,14.6,24,1,4,43.1,90,0.27,0.3252,MEDIUM,RailSync synthetic prototype training data
RS-ML-11132,SMMS,EARTH_LEAKAGE,HWH-MGS-03,3,10.7,30.0,11,3,5,50.8,45,0.1,0.5785,CRITICAL,RailSync synthetic prototype training data
RS-ML-11133,TDMS,NEUTRAL_SECTION_ARCING,NDLS-HWH-01,3,11.5,34.8,5,0,2,72.0,240,0.5,0.3557,MEDIUM,RailSync synthetic prototype training data
RS-ML-11134,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,2,0.0,29.1,273,2,2,49.1,45,0.18,0.3229,MEDIUM,RailSync synthetic prototype training data
RS-ML-11135,SMMS,DATA_LOGGER_FAIL,CNB-MGS-01,2,0.5,6.4,127,4,5,65.2,45,0.33,0.4812,HIGH,RailSync synthetic prototype training data
RS-ML-11136,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,3,0.6,31.3,152,5,3,84.3,30,0.22,0.5797,CRITICAL,RailSync synthetic prototype training data
RS-ML-11137,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,2,1.3,36.5,14,2,3,90.5,30,0.74,0.3453,MEDIUM,RailSync synthetic prototype training data
RS-ML-11138,SMMS,RELAY_CHATTER,NDLS-CNB-07,2,0.0,19.3,94,3,2,67.2,30,0.66,0.353,MEDIUM,RailSync synthetic prototype training data
RS-ML-11139,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,1,3.1,8.6,184,0,1,63.1,90,0.78,0.2557,MEDIUM,RailSync synthetic prototype training data
RS-ML-11140,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,3,2.8,17.6,241,2,5,97.1,90,0.58,0.5605,CRITICAL,RailSync synthetic prototype training data
RS-ML-11141,TMS,BALLAST_DEFICIENCY,CNB-MGS-01,4,10.9,2.0,211,4,5,84.5,240,0.73,0.7995,CRITICAL,RailSync synthetic prototype training data
RS-ML-11142,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,2,2.6,19.3,211,3,1,40.6,60,0.24,0.4646,HIGH,RailSync synthetic prototype training data
RS-ML-11143,SMMS,RELAY_CHATTER,HWH-MGS-03,1,0.0,5.3,308,1,4,59.5,240,0.29,0.2997,MEDIUM,RailSync synthetic prototype training data
RS-ML-11144,TMS,TURNOUT_WEAR,NDLS-HWH-01,4,1.7,34.5,4,4,5,86.3,60,0.85,0.677,CRITICAL,RailSync synthetic prototype training data
RS-ML-11145,TDMS,ISOLATOR_SWITCH_JAM,CNB-MGS-01,1,6.4,11.5,121,1,5,48.1,180,0.23,0.3356,MEDIUM,RailSync synthetic prototype training data
RS-ML-11146,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-CNB-07,4,0.0,19.5,40,0,3,64.5,45,0.28,0.3862,HIGH,RailSync synthetic prototype training data
RS-ML-11147,SMMS,AXLE_COUNTER_RESET,HWH-MGS-03,4,1.4,2.1,190,2,4,94.7,180,0.44,0.5686,CRITICAL,RailSync synthetic prototype training data
RS-ML-11148,TDMS,OHE_DROPPER_SNAP,NDLS-HWH-01,3,7.3,5.3,12,5,1,70.4,90,0.38,0.473,HIGH,RailSync synthetic prototype training data
RS-ML-11149,TDMS,OHE_DROPPER_SNAP,HWH-MGS-03,3,0.0,17.6,167,5,2,84.9,120,0.86,0.588,CRITICAL,RailSync synthetic prototype training data
RS-ML-11150,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,2,2.9,4.6,323,3,2,76.3,120,0.31,0.4843,HIGH,RailSync synthetic prototype training data
RS-ML-11151,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,3,0.0,37.4,102,0,5,83.1,60,0.42,0.4184,HIGH,RailSync synthetic prototype training data
RS-ML-11152,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,3,4.1,5.2,55,2,5,88.1,150,0.94,0.5122,HIGH,RailSync synthetic prototype training data
RS-ML-11153,TMS,TURNOUT_WEAR,NDLS-CNB-07,4,0.6,27.3,234,7,5,81.3,180,0.74,0.7568,CRITICAL,RailSync synthetic prototype training data
RS-ML-11154,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,3,5.0,24.6,310,2,4,45.2,120,0.18,0.5375,HIGH,RailSync synthetic prototype training data
RS-ML-11155,SMMS,EARTH_LEAKAGE,NDLS-CNB-07,1,1.3,21.7,153,0,5,86.3,90,0.91,0.2835,MEDIUM,RailSync synthetic prototype training data
RS-ML-11156,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,3,0.0,30.8,117,0,4,63.6,30,0.42,0.3233,MEDIUM,RailSync synthetic prototype training data
RS-ML-11157,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,2,0.0,16.2,18,2,2,58.1,90,0.52,0.1818,LOW,RailSync synthetic prototype training data
RS-ML-11158,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,3,5.0,34.2,269,0,3,88.4,150,0.91,0.5523,HIGH,RailSync synthetic prototype training data
RS-ML-11159,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,2,2.8,21.1,78,1,2,65.4,120,0.13,0.2985,MEDIUM,RailSync synthetic prototype training data
RS-ML-11160,SMMS,EARTH_LEAKAGE,HWH-MGS-03,2,1.9,24.1,113,0,2,84.8,150,0.56,0.3485,MEDIUM,RailSync synthetic prototype training data
RS-ML-11161,TMS,SLEEPER_LOOSENING,CNB-MGS-01,2,0.0,6.1,303,3,5,55.9,30,0.82,0.4934,HIGH,RailSync synthetic prototype training data
RS-ML-11162,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,HWH-MGS-03,5,1.7,0.5,344,4,4,43.7,30,0.16,0.6836,CRITICAL,RailSync synthetic prototype training data
RS-ML-11163,TMS,TRACK_TWIST,NDLS-CNB-07,5,0.0,13.1,16,0,5,43.3,120,0.12,0.4199,HIGH,RailSync synthetic prototype training data
RS-ML-11164,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,3,7.2,15.8,93,4,4,77.6,60,0.1,0.5525,HIGH,RailSync synthetic prototype training data
RS-ML-11165,TMS,USFD_MICRO_CRACK,HWH-MGS-03,2,7.6,11.1,86,0,4,84.6,180,0.65,0.4381,HIGH,RailSync synthetic prototype training data
RS-ML-11166,SMMS,RELAY_CHATTER,NDLS-HWH-01,2,9.0,4.0,254,2,1,97.4,45,0.74,0.5075,HIGH,RailSync synthetic prototype training data
RS-ML-11167,SMMS,DATA_LOGGER_FAIL,CNB-MGS-01,1,0.0,7.8,106,1,2,95.8,150,0.37,0.2571,MEDIUM,RailSync synthetic prototype training data
RS-ML-11168,TDMS,CATENARY_TENSION_LOW,CNB-MGS-01,4,0.0,15.5,242,1,1,52.0,60,0.66,0.4552,HIGH,RailSync synthetic prototype training data
RS-ML-11169,TMS,SLEEPER_LOOSENING,HWH-MGS-03,1,2.8,19.7,345,0,3,62.0,90,0.25,0.3136,MEDIUM,RailSync synthetic prototype training data
RS-ML-11170,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,0.0,22.7,89,4,2,90.6,120,0.51,0.4572,HIGH,RailSync synthetic prototype training data
RS-ML-11171,TMS,WELD_FRACTURE,NDLS-CNB-07,4,9.2,26.1,55,1,4,83.3,240,0.65,0.597,CRITICAL,RailSync synthetic prototype training data
RS-ML-11172,TMS,RAIL_CORRUGATION,NDLS-HWH-01,1,3.1,6.6,50,4,2,46.0,90,0.28,0.3515,MEDIUM,RailSync synthetic prototype training data
RS-ML-11173,SMMS,RELAY_CHATTER,HWH-MGS-03,3,6.1,26.3,227,0,5,54.2,45,0.81,0.5063,HIGH,RailSync synthetic prototype training data
RS-ML-11174,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,0.1,13.2,296,3,5,71.9,180,0.41,0.5187,HIGH,RailSync synthetic prototype training data
RS-ML-11175,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,5,6.9,19.1,210,1,1,61.4,30,0.39,0.5818,CRITICAL,RailSync synthetic prototype training data
RS-ML-11176,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,1,0.0,24.1,170,2,4,79.7,150,0.06,0.302,MEDIUM,RailSync synthetic prototype training data
RS-ML-11177,TDMS,NEUTRAL_SECTION_ARCING,HWH-MGS-03,2,0.3,28.0,270,2,5,48.1,180,0.92,0.5354,HIGH,RailSync synthetic prototype training data
RS-ML-11178,TDMS,OHE_DROPPER_SNAP,CNB-MGS-01,4,0.1,23.9,280,0,2,47.4,30,0.82,0.4566,HIGH,RailSync synthetic prototype training data
RS-ML-11179,SMMS,SIGNAL_LAMP_FUSED,HWH-MGS-03,4,3.7,22.9,357,0,3,91.6,150,0.81,0.4829,HIGH,RailSync synthetic prototype training data
RS-ML-11180,SMMS,DATA_LOGGER_FAIL,NDLS-HWH-01,3,11.5,11.1,234,2,1,80.7,240,0.13,0.5854,CRITICAL,RailSync synthetic prototype training data
RS-ML-11181,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,2,2.1,20.7,339,0,4,85.6,45,0.7,0.3983,HIGH,RailSync synthetic prototype training data
RS-ML-11182,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,3,8.6,19.0,280,0,5,69.1,60,0.8,0.5883,CRITICAL,RailSync synthetic prototype training data
RS-ML-11183,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,0.0,20.5,351,1,2,79.9,90,0.38,0.4708,HIGH,RailSync synthetic prototype training data
RS-ML-11184,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,5,0.1,15.1,320,0,1,49.8,60,0.75,0.4615,HIGH,RailSync synthetic prototype training data
RS-ML-11185,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,2,1.2,15.3,74,1,2,77.1,60,0.67,0.3414,MEDIUM,RailSync synthetic prototype training data
RS-ML-11186,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,3,3.0,8.8,102,1,1,59.9,60,0.28,0.3077,MEDIUM,RailSync synthetic prototype training data
RS-ML-11187,TMS,FISHPLATE_CRACK,HWH-MGS-03,1,1.8,35.9,202,0,5,53.0,90,0.36,0.2688,MEDIUM,RailSync synthetic prototype training data
RS-ML-11188,SMMS,RELAY_CHATTER,NDLS-HWH-01,1,1.6,37.7,261,0,1,95.7,240,0.52,0.37,MEDIUM,RailSync synthetic prototype training data
RS-ML-11189,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,5,0.0,29.5,150,3,2,57.9,45,0.84,0.5819,CRITICAL,RailSync synthetic prototype training data
RS-ML-11190,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,4,4.3,23.0,87,0,5,53.8,30,0.13,0.4231,HIGH,RailSync synthetic prototype training data
RS-ML-11191,TMS,GAUGE_CORRECTION,HWH-MGS-03,1,1.6,31.5,106,0,2,87.8,240,0.71,0.2889,MEDIUM,RailSync synthetic prototype training data
RS-ML-11192,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,3,1.1,17.3,165,0,2,80.8,45,0.31,0.3462,MEDIUM,RailSync synthetic prototype training data
RS-ML-11193,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,HWH-MGS-03,4,2.9,20.3,65,2,5,82.9,60,0.73,0.5368,HIGH,RailSync synthetic prototype training data
RS-ML-11194,TMS,FISHPLATE_CRACK,NDLS-CNB-07,1,0.0,19.8,288,4,2,92.1,150,0.55,0.4987,HIGH,RailSync synthetic prototype training data
RS-ML-11195,TMS,FISHPLATE_CRACK,HWH-MGS-03,3,0.5,17.4,229,0,3,69.8,120,0.54,0.3925,HIGH,RailSync synthetic prototype training data
RS-ML-11196,TMS,TURNOUT_WEAR,HWH-MGS-03,4,1.2,30.4,165,3,5,47.5,45,0.92,0.6466,CRITICAL,RailSync synthetic prototype training data
RS-ML-11197,TMS,RAIL_CORRUGATION,NDLS-HWH-01,3,0.0,2.1,160,1,2,44.3,90,0.17,0.3061,MEDIUM,RailSync synthetic prototype training data
RS-ML-11198,TDMS,CANTILEVER_INSULATOR_FLASH,CNB-MGS-01,3,2.6,3.1,5,0,4,72.5,60,0.66,0.3101,MEDIUM,RailSync synthetic prototype training data
RS-ML-11199,SMMS,EARTH_LEAKAGE,HWH-MGS-03,2,4.1,23.7,254,0,2,64.7,240,0.7,0.401,HIGH,RailSync synthetic prototype training data
